10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.000076,0.000159,0.000392,0.000716,0.001407,0.002915,0.006256,0.012490,0.026364,0.052258,0.103538,0.214355,0.448202,0.879715,1.880066
0.000121,0.000206,0.000403,0.000824,0.001684,0.003348,0.006887,0.013894,0.027703,0.057225,0.114777,0.237295,0.480090,0.996381,2.064921
0.000294,0.000235,0.000568,0.000707,0.001192,0.002117,0.004612,0.007760,0.015925,0.031088,0.062200,0.125021,0.261799,0.532956,1.088234
0.000255,0.000340,0.000389,0.000554,0.000928,0.001461,0.002446,0.004689,0.009118,0.018181,0.035008,0.074363,0.146127,0.304635,0.624863
0.000360,0.000450,0.000603,0.000688,0.000931,0.001287,0.002053,0.003189,0.006466,0.014106,0.024019,0.049582,0.100147,0.213663,0.444536
0.018912,0.019909,0.022350,0.029508,0.033259,0.029860,0.030609,0.031883,0.032979,0.033366,0.036564,0.044807,0.087451,0.174323,0.380500
