10,11,12,13,14,15,16,17
0.001099,0.003939,0.014970,0.060988,0.249633,1.095002,5.311676,22.841425
0.001215,0.004153,0.014730,0.055329,0.227870,0.981695,4.927480,22.161796
0.001146,0.003027,0.009632,0.034033,0.123906,0.484685,2.045398,10.381294
0.000956,0.002421,0.006411,0.020972,0.074017,0.288328,1.126148,5.592408
0.000958,0.002630,0.006647,0.020383,0.071210,0.272151,1.030792,4.190638
0.001541,0.003407,0.008798,0.022569,0.084501,0.315869,0.989061,3.554650
