10,11,12,13,14,15,16,17,18,19,20,21,22
0.000079,0.000177,0.000357,0.000871,0.001732,0.003418,0.006847,0.014232,0.028053,0.061590,0.125635,0.251267,0.509979
0.000096,0.000173,0.000369,0.000813,0.001697,0.003443,0.007036,0.014286,0.029222,0.061419,0.126090,0.258515,0.530958
0.000108,0.000177,0.000490,0.000808,0.001650,0.003514,0.006897,0.014367,0.029774,0.061898,0.126836,0.253849,0.511758
0.000108,0.000198,0.000384,0.000810,0.001682,0.003695,0.007233,0.014869,0.029398,0.063207,0.125870,0.258303,0.512918
0.000121,0.000283,0.000433,0.000917,0.001894,0.004101,0.007246,0.015019,0.029706,0.063302,0.123613,0.254422,0.525075
0.008298,0.006293,0.000497,0.000919,0.001864,0.004070,0.012419,0.015306,0.031634,0.071381,0.127657,0.259054,0.517285
