10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.000029,0.000113,0.000279,0.000610,0.001310,0.002722,0.005679,0.011733,0.023889,0.049115,0.102742,0.212282,0.428587,0.886467,1.817805
