10,11,12,13,14,15,16,17,18,19,20,21,22
0.000057,0.000149,0.000328,0.000747,0.001594,0.003350,0.006779,0.014258,0.029928,0.063957,0.121842,0.250345,0.512829
0.000081,0.000204,0.000442,0.000921,0.001941,0.004022,0.008262,0.017189,0.035860,0.074808,0.146298,0.297178,0.610035
0.000077,0.000200,0.000427,0.000952,0.001938,0.004039,0.008491,0.017163,0.035718,0.074884,0.146412,0.296509,0.608593
0.000085,0.000214,0.000429,0.000948,0.001992,0.004125,0.008635,0.017753,0.035907,0.072261,0.145421,0.302362,0.611584
0.000083,0.000231,0.000447,0.000984,0.002132,0.004544,0.008740,0.018276,0.037271,0.074592,0.145130,0.298250,0.610395
0.000099,0.000229,0.000533,0.001112,0.002255,0.005679,0.014506,0.025085,0.041666,0.077799,0.147880,0.299282,0.606803
